"","wl","temperature","value","hexvis"
"12286",568,"3200",0.53449185907602,"#EFAD72"
"12287",569,"3200",0.537239881231355,"#EFAD72"
"12288",570,"3200",0.539984029169698,"#EFAD72"
"12289",571,"3200",0.542724209713884,"#EFAD72"
"12290",572,"3200",0.545460330456461,"#EFAD72"
"12291",573,"3200",0.548192299761876,"#EFAD72"
"12292",574,"3200",0.550920026768528,"#EFAD72"
"12293",575,"3200",0.553643421390686,"#EFAD72"
"12294",576,"3200",0.556362394320279,"#EFAD72"
"12295",577,"3200",0.559076857028562,"#EFAD72"
"12296",578,"3200",0.561786721767644,"#EFAD72"
"12297",579,"3200",0.564491901571904,"#EFAD72"
"12298",580,"3200",0.567192310259275,"#EFAD72"
"12299",581,"3200",0.569887862432408,"#EFAD72"
"12300",582,"3200",0.572578473479723,"#EFAD72"
"12301",583,"3200",0.575264059576329,"#EFAD72"
"12302",584,"3200",0.577944537684841,"#EFAD72"
"12303",585,"3200",0.580619825556074,"#EFAD72"
"12304",586,"3200",0.583289841729628,"#EFAD72"
"12305",587,"3200",0.585954505534356,"#EFAD72"
"12306",588,"3200",0.588613737088732,"#EFAD72"
"12307",589,"3200",0.591267457301103,"#EFAD72"
"12308",590,"3200",0.593915587869834,"#EFAD72"
"12309",591,"3200",0.59655805128336,"#EFAD72"
"12310",592,"3200",0.599194770820117,"#EFAD72"
"12311",593,"3200",0.601825670548389,"#EFAD72"
"12312",594,"3200",0.604450675326042,"#EFAD72"
"12313",595,"3200",0.607069710800169,"#EFAD72"
"12314",596,"3200",0.609682703406632,"#EFAD72"
"12315",597,"3200",0.612289580369513,"#EFAD72"
"12316",598,"3200",0.614890269700474,"#EFAD72"
"12317",599,"3200",0.617484700198016,"#EFAD72"
"12318",600,"3200",0.620072801446655,"#EFAD72"
"12319",601,"3200",0.622654503816014,"#EFAD72"
"12320",602,"3200",0.625229738459811,"#EFAD72"
"12321",603,"3200",0.627798437314782,"#EFAD72"
"12322",604,"3200",0.63036053309951,"#EFAD72"
"12323",605,"3200",0.632915959313161,"#EFAD72"
"12324",606,"3200",0.635464650234163,"#EFAD72"
"12325",607,"3200",0.638006540918784,"#EFAD72"
"12326",608,"3200",0.640541567199645,"#EFAD72"
"12327",609,"3200",0.643069665684148,"#EFAD72"
"12328",610,"3200",0.645590773752833,"#EFAD72"
"12329",611,"3200",0.648104829557664,"#EFAD72"
"12330",612,"3200",0.650611772020235,"#EFAD72"
"12331",613,"3200",0.653111540829914,"#EFAD72"
"12332",614,"3200",0.655604076441912,"#EFAD72"
"12333",615,"3200",0.658089320075282,"#EFAD72"
"12334",616,"3200",0.660567213710859,"#EFAD72"
"12335",617,"3200",0.663037700089131,"#EFAD72"
"12336",618,"3200",0.66550072270804,"#EFAD72"
"12337",619,"3200",0.66795622582073,"#EFAD72"
"12338",620,"3200",0.670404154433232,"#EFAD72"
"12339",621,"3200",0.672844454302081,"#EFAD72"
"12340",622,"3200",0.675277071931885,"#EFAD72"
"12341",623,"3200",0.677701954572827,"#EFAD72"
"12342",624,"3200",0.680119050218122,"#EFAD72"
"12343",625,"3200",0.68252830760141,"#EFAD72"
"12344",626,"3200",0.684929676194097,"#EFAD72"
"12345",627,"3200",0.687323106202646,"#EFAD72"
"12346",628,"3200",0.689708548565818,"#EFAD72"
"12347",629,"3200",0.692085954951865,"#EFAD72"
"12348",630,"3200",0.69445527775566,"#EFAD72"
"12349",631,"3200",0.696816470095801,"#EFAD72"
"12350",632,"3200",0.699169485811654,"#EFAD72"
"12351",633,"3200",0.701514279460352,"#EFAD72"
"12352",634,"3200",0.703850806313763,"#EFAD72"
"12353",635,"3200",0.706179022355393,"#EFAD72"
"12354",636,"3200",0.70849888427727,"#EFAD72"
"12355",637,"3200",0.710810349476772,"#EFAD72"
"12356",638,"3200",0.713113376053422,"#EFAD72"
"12357",639,"3200",0.715407922805639,"#EFAD72"
"12358",640,"3200",0.71769394922747,"#EFAD72"
"12359",641,"3200",0.719971415505254,"#EFAD72"
"12360",642,"3200",0.722240282514281,"#EFAD72"
"12361",643,"3200",0.7245005118154,"#EFAD72"
"12362",644,"3200",0.7267520656516,"#EFAD72"
"12363",645,"3200",0.728994906944555,"#EFAD72"
"12364",646,"3200",0.731228999291143,"#EFAD72"
"12365",647,"3200",0.733454306959933,"#EFAD72"
"12366",648,"3200",0.735670794887637,"#EFAD72"
"12367",649,"3200",0.737878428675543,"#EFAD72"
"12368",650,"3200",0.740077174585915,"#EFAD72"
"12369",651,"3200",0.742266999538371,"#EFAD72"
"12370",652,"3200",0.74444787110623,"#EFAD72"
"12371",653,"3200",0.746619757512835,"#EFAD72"
"12372",654,"3200",0.748782627627861,"#EFAD72"
"12373",655,"3200",0.75093645096359,"#EFAD72"
"12374",656,"3200",0.753081197671169,"#EFAD72"
"12375",657,"3200",0.755216838536845,"#EFAD72"
"12376",658,"3200",0.757343344978186,"#EFAD72"
"12377",659,"3200",0.759460689040273,"#EFAD72"
"12378",660,"3200",0.761568843391879,"#EFAD72"
"12379",661,"3200",0.763667781321632,"#EFAD72"
"12380",662,"3200",0.76575747673416,"#EFAD72"
"12381",663,"3200",0.76783790414621,"#EFAD72"
"12382",664,"3200",0.769909038682777,"#EFAD72"
"12383",665,"3200",0.771970856073186,"#EFAD72"
"12384",666,"3200",0.774023332647186,"#EFAD72"
"12385",667,"3200",0.776066445331017,"#EFAD72"
"12386",668,"3200",0.778100171643471,"#EFAD72"
"12387",669,"3200",0.780124489691941,"#EFAD72"
"12388",670,"3200",0.782139378168456,"#EFAD72"
"12389",671,"3200",0.784144816345704,"#EFAD72"
"12390",672,"3200",0.786140784073059,"#EFAD72"
"12391",673,"3200",0.788127261772578,"#EFAD72"
"12392",674,"3200",0.790104230435007,"#EFAD72"
"12393",675,"3200",0.792071671615777,"#EFAD72"
"12394",676,"3200",0.794029567430985,"#EFAD72"
"12395",677,"3200",0.795977900553373,"#EFAD72"
"12396",678,"3200",0.797916654208307,"#EFAD72"
"12397",679,"3200",0.799845812169744,"#EFAD72"
"12398",680,"3200",0.801765358756195,"#EFAD72"
"12399",681,"3200",0.803675278826689,"#EFAD72"
"12400",682,"3200",0.805575557776731,"#EFAD72"
"12401",683,"3200",0.807466181534258,"#EFAD72"
"12402",684,"3200",0.809347136555589,"#EFAD72"
"12403",685,"3200",0.811218409821378,"#EFAD72"
"12404",686,"3200",0.813079988832574,"#EFAD72"
"12405",687,"3200",0.814931861606355,"#EFAD72"
"12406",688,"3200",0.816774016672095,"#EFAD72"
"12407",689,"3200",0.818606443067307,"#EFAD72"
"12408",690,"3200",0.820429130333596,"#EFAD72"
"12409",691,"3200",0.822242068512615,"#EFAD72"
"12410",692,"3200",0.824045248142025,"#EFAD72"
"12411",693,"3200",0.825838660251443,"#EFAD72"
"12412",694,"3200",0.82762229635842,"#EFAD72"
"12413",695,"3200",0.829396148464393,"#EFAD72"
"12414",696,"3200",0.831160209050661,"#EFAD72"
"12415",697,"3200",0.83291447107436,"#EFAD72"
"12416",698,"3200",0.834658927964437,"#EFAD72"
"12417",699,"3200",0.836393573617638,"#EFAD72"
"12418",700,"3200",0.838118402394504,"#EFAD72"
"12419",701,"3200",0.839833409115352,"#EFAD72"
"12420",702,"3200",0.841538589056293,"#EFAD72"
"12421",703,"3200",0.84323393794523,"#EFAD72"
"12422",704,"3200",0.844919451957884,"#EFAD72"
"12423",705,"3200",0.846595127713813,"#EFAD72"
"12424",706,"3200",0.848260962272449,"#EFAD72"
"12425",707,"3200",0.849916953129134,"#EFAD72"
"12426",708,"3200",0.851563098211173,"#EFAD72"
"12427",709,"3200",0.853199395873892,"#EFAD72"
"12428",710,"3200",0.854825844896707,"#EFAD72"
"12429",711,"3200",0.856442444479203,"#EFAD72"
"12430",712,"3200",0.85804919423722,"#EFAD72"
"12431",713,"3200",0.859646094198954,"#EFAD72"
"12432",714,"3200",0.861233144801066,"#EFAD72"
"12433",715,"3200",0.862810346884797,"#EFAD72"
"12434",716,"3200",0.864377701692111,"#EFAD72"
"12435",717,"3200",0.865935210861828,"#EFAD72"
"12436",718,"3200",0.867482876425784,"#EFAD72"
"12437",719,"3200",0.869020700804999,"#EFAD72"
"12438",720,"3200",0.870548686805853,"#EFAD72"
"12439",721,"3200",0.872066837616283,"#EFAD72"
"12440",722,"3200",0.873575156801986,"#EFAD72"
"12441",723,"3200",0.875073648302637,"#EFAD72"
"12442",724,"3200",0.876562316428125,"#EFAD72"
"12443",725,"3200",0.878041165854794,"#EFAD72"
"12444",726,"3200",0.879510201621706,"#EFAD72"
"12445",727,"3200",0.88096942912691,"#EFAD72"
"12446",728,"3200",0.882418854123739,"#EFAD72"
"12447",729,"3200",0.883858482717106,"#EFAD72"
"12448",730,"3200",0.885288321359821,"#EFAD72"
"12449",731,"3200",0.886708376848924,"#EFAD72"
"12450",732,"3200",0.888118656322039,"#EFAD72"
"12451",733,"3200",0.889519167253728,"#EFAD72"
"12452",734,"3200",0.890909917451876,"#EFAD72"
"12453",735,"3200",0.892290915054076,"#EFAD72"
"12454",736,"3200",0.893662168524055,"#EFAD72"
"12455",737,"3200",0.895023686648084,"#EFAD72"
"12456",738,"3200",0.896375478531426,"#EFAD72"
"12457",739,"3200",0.897717553594799,"#EFAD72"
"12458",740,"3200",0.899049921570844,"#EFAD72"
"12459",741,"3200",0.900372592500623,"#EFAD72"
"12460",742,"3200",0.901685576730122,"#EFAD72"
"12461",743,"3200",0.902988884906782,"#EFAD72"
"12462",744,"3200",0.904282527976034,"#EFAD72"
"12463",745,"3200",0.905566517177871,"#EFAD72"
"12464",746,"3200",0.90684086404341,"#EFAD72"
"12465",747,"3200",0.908105580391499,"#EFAD72"
"12466",748,"3200",0.90936067832532,"#EFAD72"
"12467",749,"3200",0.910606170229027,"#EFAD72"
"12468",750,"3200",0.911842068764387,"#EFAD72"
"12469",751,"3200",0.913068386867448,"#EFAD72"
"12470",752,"3200",0.914285137745223,"#EFAD72"
"12471",753,"3200",0.915492334872388,"#EFAD72"
"12472",754,"3200",0.916689991988006,"#EFAD72"
"12473",755,"3200",0.917878123092263,"#EFAD72"
"12474",756,"3200",0.91905674244322,"#EFAD72"
"12475",757,"3200",0.920225864553596,"#EFAD72"
"12476",758,"3200",0.921385504187553,"#EFAD72"
"12477",759,"3200",0.922535676357509,"#EFAD72"
"12478",760,"3200",0.923676396320974,"#EFAD72"
"12479",761,"3200",0.924807679577391,"#EFAD72"
"12480",762,"3200",0.925929541865006,"#EFAD72"
"12481",763,"3200",0.927041999157757,"#EFAD72"
"12482",764,"3200",0.928145067662173,"#EFAD72"
"12483",765,"3200",0.929238763814305,"#EFAD72"
"12484",766,"3200",0.930323104276662,"#EFAD72"
"12485",767,"3200",0.931398105935178,"#EFAD72"
"12486",768,"3200",0.932463785896191,"#EFAD72"
"12487",769,"3200",0.933520161483438,"#EFAD72"
"12488",770,"3200",0.934567250235084,"#EFAD72"
"12489",771,"3200",0.935605069900749,"#EFAD72"
"12490",772,"3200",0.936633638438572,"#EFAD72"
"12491",773,"3200",0.937652974012286,"#EFAD72"
"12492",774,"3200",0.938663094988308,"#EFAD72"
"12493",775,"3200",0.939664019932864,"#EFAD72"
"12494",776,"3200",0.94065576760911,"#EFAD72"
"12495",777,"3200",0.941638356974294,"#EFAD72"
"12496",778,"3200",0.942611807176926,"#EFAD72"
"12497",779,"3200",0.943576137553967,"#EFAD72"
"12498",780,"3200",0.944531367628042,"#EFAD72"
"12499",781,"3200",0.945477517104666,"#EFAD72"
"12500",782,"3200",0.9464146058695,"#EFAD72"
"12501",783,"3200",0.947342653985607,"#EFAD72"
"12502",784,"3200",0.948261681690759,"#EFAD72"
"12503",785,"3200",0.949171709394719,"#EFAD72"
"12504",786,"3200",0.950072757676587,"#EFAD72"
"12505",787,"3200",0.950964847282134,"#EFAD72"
"12506",788,"3200",0.951847999121171,"#EFAD72"
"12507",789,"3200",0.952722234264929,"#EFAD72"
"12508",790,"3200",0.953587573943464,"#EFAD72"
"12509",791,"3200",0.954444039543078,"#EFAD72"
"12510",792,"3200",0.955291652603757,"#EFAD72"
"12511",793,"3200",0.956130434816634,"#EFAD72"
"12512",794,"3200",0.956960408021464,"#EFAD72"
"12513",795,"3200",0.957781594204126,"#EFAD72"
"12514",796,"3200",0.958594015494139,"#EFAD72"
"12515",797,"3200",0.959397694162193,"#EFAD72"
"12516",798,"3200",0.960192652617707,"#EFAD72"
"12517",799,"3200",0.960978913406404,"#EFAD72"
"12518",800,"3200",0.961756499207898,"#EFAD72"
"12519",801,"3200",0.962525432833309,"#EFAD72"
"12520",802,"3200",0.963285737222894,"#EFAD72"
"12521",803,"3200",0.964037435443691,"#EFAD72"
"12522",804,"3200",0.964780550687188,"#EFAD72"
"12523",805,"3200",0.965515106267011,"#EFAD72"
"12524",806,"3200",0.966241125616624,"#EFAD72"
"12525",807,"3200",0.966958632287053,"#EFAD72"
"12526",808,"3200",0.967667649944632,"#EFAD72"
"12527",809,"3200",0.96836820236876,"#EFAD72"
"12528",810,"3200",0.969060313449671,"#EFAD72"
"12529",811,"3200",0.969744007186244,"#EFAD72"
"12530",812,"3200",0.97041930768381,"#EFAD72"
"12531",813,"3200",0.971086239151981,"#EFAD72"
"12532",814,"3200",0.971744825902514,"#EFAD72"
"12533",815,"3200",0.972395092347168,"#EFAD72"
"12534",816,"3200",0.973037062995592,"#EFAD72"
"12535",817,"3200",0.97367076245324,"#EFAD72"
"12536",818,"3200",0.97429621541928,"#EFAD72"
"12537",819,"3200",0.974913446684546,"#EFAD72"
"12538",820,"3200",0.975522481129494,"#EFAD72"
"12539",821,"3200",0.976123343722173,"#EFAD72"
"12540",822,"3200",0.976716059516225,"#EFAD72"
"12541",823,"3200",0.977300653648895,"#EFAD72"
"12542",824,"3200",0.977877151339056,"#EFAD72"
"12543",825,"3200",0.978445577885261,"#EFAD72"
"12544",826,"3200",0.979005958663805,"#EFAD72"
"12545",827,"3200",0.979558319126806,"#EFAD72"
"12546",828,"3200",0.980102684800301,"#EFAD72"
"12547",829,"3200",0.980639081282365,"#EFAD72"
"12548",830,"3200",0.98116753424124,"#EFAD72"
"12549",831,"3200",0.981688069413492,"#EFAD72"
"12550",832,"3200",0.982200712602163,"#EFAD72"
"12551",833,"3200",0.982705489674975,"#EFAD72"
"12552",834,"3200",0.983202426562509,"#EFAD72"
"12553",835,"3200",0.983691549256439,"#EFAD72"
"12554",836,"3200",0.984172883807749,"#EFAD72"
"12555",837,"3200",0.984646456325002,"#EFAD72"
"12556",838,"3200",0.985112292972591,"#EFAD72"
"12557",839,"3200",0.985570419969028,"#EFAD72"
"12558",840,"3200",0.986020863585244,"#EFAD72"
"12559",841,"3200",0.986463650142903,"#EFAD72"
"12560",842,"3200",0.986898806012732,"#EFAD72"
"12561",843,"3200",0.98732635761287,"#EFAD72"
"12562",844,"3200",0.987746331407239,"#EFAD72"
"12563",845,"3200",0.988158753903907,"#EFAD72"
"12564",846,"3200",0.988563651653498,"#EFAD72"
"12565",847,"3200",0.988961051247599,"#EFAD72"
"12566",848,"3200",0.989350979317182,"#EFAD72"
"12567",849,"3200",0.989733462531053,"#EFAD72"
"12568",850,"3200",0.990108527594309,"#EFAD72"
"12569",851,"3200",0.990476201246807,"#EFAD72"
"12570",852,"3200",0.990836510261653,"#EFAD72"
"12571",853,"3200",0.991189481443712,"#EFAD72"
"12572",854,"3200",0.99153514162812,"#EFAD72"
"12573",855,"3200",0.991873517678821,"#EFAD72"
"12574",856,"3200",0.99220463648712,"#EFAD72"
"12575",857,"3200",0.992528524970236,"#EFAD72"
"12576",858,"3200",0.992845210069894,"#EFAD72"
"12577",859,"3200",0.993154718750908,"#EFAD72"
"12578",860,"3200",0.993457077999795,"#EFAD72"
"12579",861,"3200",0.993752314823396,"#EFAD72"
"12580",862,"3200",0.994040456247513,"#EFAD72"
"12581",863,"3200",0.99432152931556,"#EFAD72"
"12582",864,"3200",0.994595561087229,"#EFAD72"
"12583",865,"3200",0.994862578637174,"#EFAD72"
"12584",866,"3200",0.995122609053696,"#EFAD72"
"12585",867,"3200",0.995375679437462,"#EFAD72"
"12586",868,"3200",0.995621816900218,"#EFAD72"
"12587",869,"3200",0.995861048563532,"#EFAD72"
"12588",870,"3200",0.99609340155754,"#EFAD72"
"12589",871,"3200",0.996318903019709,"#EFAD72"
"12590",872,"3200",0.996537580093616,"#EFAD72"
"12591",873,"3200",0.996749459927736,"#EFAD72"
"12592",874,"3200",0.996954569674254,"#EFAD72"
"12593",875,"3200",0.997152936487868,"#EFAD72"
"12594",876,"3200",0.997344587524634,"#EFAD72"
"12595",877,"3200",0.997529549940799,"#EFAD72"
"12596",878,"3200",0.997707850891664,"#EFAD72"
"12597",879,"3200",0.997879517530456,"#EFAD72"
"12598",880,"3200",0.998044577007199,"#EFAD72"
"12599",881,"3200",0.998203056467623,"#EFAD72"
"12600",882,"3200",0.998354983052065,"#EFAD72"
"12601",883,"3200",0.998500383894393,"#EFAD72"
"12602",884,"3200",0.998639286120933,"#EFAD72"
"12603",885,"3200",0.998771716849426,"#EFAD72"
"12604",886,"3200",0.998897703187975,"#EFAD72"
"12605",887,"3200",0.999017272234024,"#EFAD72"
"12606",888,"3200",0.999130451073336,"#EFAD72"
"12607",889,"3200",0.999237266778991,"#EFAD72"
"12608",890,"3200",0.999337746410387,"#EFAD72"
"12609",891,"3200",0.999431917012267,"#EFAD72"
"12610",892,"3200",0.999519805613747,"#EFAD72"
"12611",893,"3200",0.999601439227354,"#EFAD72"
"12612",894,"3200",0.999676844848085,"#EFAD72"
"12613",895,"3200",0.999746049452473,"#EFAD72"
"12614",896,"3200",0.999809079997661,"#EFAD72"
"12615",897,"3200",0.999865963420493,"#EFAD72"
"12616",898,"3200",0.999916726636616,"#EFAD72"
"12617",899,"3200",0.999961396539587,"#EFAD72"
"12618",900,"3200",1,"#EFAD72"
"12619",200,"3300",7.85345718488101e-05,"#F6B57B"
"12620",201,"3300",8.53795876279248e-05,"#F6B57B"
"12621",202,"3300",9.2733020295512e-05,"#F6B57B"
"12622",203,"3300",0.00010062555777094,"#F6B57B"
"12623",204,"3300",0.000109089255329325,"#F6B57B"
"12624",205,"3300",0.000118157568954456,"#F6B57B"
"12625",206,"3300",0.000127865388221092,"#F6B57B"
"12626",207,"3300",0.000138249068648117,"#F6B57B"
"12627",208,"3300",0.000149346463464318,"#F6B57B"
"12628",209,"3300",0.000161196954729022,"#F6B57B"
"12629",210,"3300",0.000173841483750351,"#F6B57B"
"12630",211,"3300",0.000187322580744561,"#F6B57B"
"12631",212,"3300",0.000201684393680766,"#F6B57B"
"12632",213,"3300",0.000216972716256245,"#F6B57B"
"12633",214,"3300",0.000233235014948644,"#F6B57B"
"12634",215,"3300",0.000250520455092505,"#F6B57B"
"12635",216,"3300",0.00026887992592888,"#F6B57B"
"12636",217,"3300",0.000288366064578167,"#F6B57B"
"12637",218,"3300",0.000309033278887761,"#F6B57B"
"12638",219,"3300",0.000330937769107791,"#F6B57B"
"12639",220,"3300",0.000354137548349769,"#F6B57B"
"12640",221,"3300",0.000378692461784849,"#F6B57B"
"12641",222,"3300",0.000404664204540188,"#F6B57B"
"12642",223,"3300",0.000432116338253827,"#F6B57B"
"12643",224,"3300",0.000461114306250483,"#F6B57B"
"12644",225,"3300",0.000491725447302743,"#F6B57B"
"12645",226,"3300",0.000524019007944201,"#F6B57B"
"12646",227,"3300",0.000558066153303284,"#F6B57B"
"12647",228,"3300",0.000593939976428662,"#F6B57B"
"12648",229,"3300",0.000631715506079478,"#F6B57B"
"12649",230,"3300",0.000671469712955802,"#F6B57B"
"12650",231,"3300",0.000713281514347091,"#F6B57B"
"12651",232,"3300",0.000757231777178774,"#F6B57B"
"12652",233,"3300",0.000803403319439335,"#F6B57B"
"12653",234,"3300",0.000851880909972805,"#F6B57B"
"12654",235,"3300",0.000902751266623698,"#F6B57B"
"12655",236,"3300",0.00095610305272402,"#F6B57B"
"12656",237,"3300",0.00101202687191423,"#F6B57B"
"12657",238,"3300",0.00107061526129234,"#F6B57B"
"12658",239,"3300",0.00113196268288782,"#F6B57B"
"12659",240,"3300",0.0011961655134591,"#F6B57B"
"12660",241,"3300",0.0012633220326161,"#F6B57B"
"12661",242,"3300",0.0013335324092709,"#F6B57B"
"12662",243,"3300",0.00140689868642265,"#F6B57B"
"12663",244,"3300",0.00148352476428437,"#F6B57B"
"12664",245,"3300",0.00156351638176177,"#F6B57B"
"12665",246,"3300",0.00164698109629637,"#F6B57B"
"12666",247,"3300",0.00173402826208721,"#F6B57B"
"12667",248,"3300",0.00182476900670718,"#F6B57B"
"12668",249,"3300",0.00191931620613273,"#F6B57B"
"12669",250,"3300",0.00201778445820663,"#F6B57B"
"12670",251,"3300",0.00212029005455627,"#F6B57B"
"12671",252,"3300",0.0022269509509911,"#F6B57B"
"12672",253,"3300",0.00233788673640485,"#F6B57B"
"12673",254,"3300",0.00245321860021001,"#F6B57B"
"12674",255,"3300",0.0025730692983331,"#F6B57B"
"12675",256,"3300",0.0026975631178016,"#F6B57B"
"12676",257,"3300",0.00282682583995399,"#F6B57B"
"12677",258,"3300",0.00296098470230673,"#F6B57B"
"12678",259,"3300",0.0031001683591124,"#F6B57B"
"12679",260,"3300",0.00324450684064508,"#F6B57B"
"12680",261,"3300",0.00339413151125041,"#F6B57B"
"12681",262,"3300",0.00354917502619795,"#F6B57B"
"12682",263,"3300",0.00370977128737569,"#F6B57B"
"12683",264,"3300",0.00387605539786681,"#F6B57B"
"12684",265,"3300",0.00404816361544974,"#F6B57B"
"12685",266,"3300",0.00422623330506378,"#F6B57B"
"12686",267,"3300",0.00441040289028288,"#F6B57B"
"12687",268,"3300",0.00460081180384112,"#F6B57B"
"12688",269,"3300",0.00479760043725404,"#F6B57B"
"12689",270,"3300",0.00500091008958043,"#F6B57B"
"12690",271,"3300",0.00521088291536957,"#F6B57B"
"12691",272,"3300",0.00542766187183967,"#F6B57B"
"12692",273,"3300",0.00565139066533349,"#F6B57B"
"12693",274,"3300",0.00588221369709672,"#F6B57B"
"12694",275,"3300",0.00612027600842624,"#F6B57B"
"12695",276,"3300",0.00636572322523444,"#F6B57B"
"12696",277,"3300",0.00661870150207597,"#F6B57B"
"12697",278,"3300",0.00687935746568414,"#F6B57B"
"12698",279,"3300",0.00714783815806317,"#F6B57B"
"12699",280,"3300",0.00742429097918279,"#F6B57B"
"12700",281,"3300",0.0077088636293218,"#F6B57B"
"12701",282,"3300",0.00800170405110682,"#F6B57B"
"12702",283,"3300",0.00830296037129163,"#F6B57B"
"12703",284,"3300",0.00861278084232338,"#F6B57B"
"12704",285,"3300",0.00893131378374063,"#F6B57B"
"12705",286,"3300",0.00925870752344784,"#F6B57B"
"12706",287,"3300",0.00959511033891132,"#F6B57B"
"12707",288,"3300",0.00994067039832006,"#F6B57B"
"12708",289,"3300",0.0102955357017548,"#F6B57B"
"12709",290,"3300",0.0106598540224089,"#F6B57B"
"12710",291,"3300",0.0110337728479022,"#F6B57B"
"12711",292,"3300",0.0114174393217301,"#F6B57B"
"12712",293,"3300",0.0118110001848885,"#F6B57B"
"12713",294,"3300",0.0122146017177153,"#F6B57B"
"12714",295,"3300",0.0126283896819864,"#F6B57B"
"12715",296,"3300",0.013052509263307,"#F6B57B"
"12716",297,"3300",0.0134871050138346,"#F6B57B"
"12717",298,"3300",0.0139323207953702,"#F6B57B"
"12718",299,"3300",0.0143882997228561,"#F6B57B"
"12719",300,"3300",0.0148551841083134,"#F6B57B"
"12720",301,"3300",0.0153331154052546,"#F6B57B"
"12721",302,"3300",0.0158222341536047,"#F6B57B"
"12722",303,"3300",0.0163226799251636,"#F6B57B"
"12723",304,"3300",0.0168345912696408,"#F6B57B"
"12724",305,"3300",0.0173581056612934,"#F6B57B"
"12725",306,"3300",0.0178933594461985,"#F6B57B"
"12726",307,"3300",0.0184404877901851,"#F6B57B"
"12727",308,"3300",0.0189996246274581,"#F6B57B"
"12728",309,"3300",0.019570902609937,"#F6B57B"
"12729",310,"3300",0.0201544530573378,"#F6B57B"
"12730",311,"3300",0.0207504059080212,"#F6B57B"
"12731",312,"3300",0.0213588896706321,"#F6B57B"
"12732",313,"3300",0.0219800313765523,"#F6B57B"
"12733",314,"3300",0.0226139565331883,"#F6B57B"
"12734",315,"3300",0.023260789078116,"#F6B57B"
"12735",316,"3300",0.0239206513341004,"#F6B57B"
"12736",317,"3300",0.0245936639650097,"#F6B57B"
"12737",318,"3300",0.0252799459326431,"#F6B57B"
"12738",319,"3300",0.025979614454486,"#F6B57B"
"12739",320,"3300",0.026692784962411,"#F6B57B"
"12740",321,"3300",0.0274195710623395,"#F6B57B"
"12741",322,"3300",0.0281600844948744,"#F6B57B"
"12742",323,"3300",0.028914435096922,"#F6B57B"
"12743",324,"3300",0.0296827307643101,"#F6B57B"
"12744",325,"3300",0.0304650774154175,"#F6B57B"
"12745",326,"3300",0.0312615789558208,"#F6B57B"
"12746",327,"3300",0.0320723372439719,"#F6B57B"
"12747",328,"3300",0.0328974520579107,"#F6B57B"
"12748",329,"3300",0.0337370210630229,"#F6B57B"
"12749",330,"3300",0.0345911397808487,"#F6B57B"
"12750",331,"3300",0.0354599015589467,"#F6B57B"
"12751",332,"3300",0.0363433975418201,"#F6B57B"
"12752",333,"3300",0.0372417166429082,"#F6B57B"
"12753",334,"3300",0.0381549455176442,"#F6B57B"
"12754",335,"3300",0.0390831685375852,"#F6B57B"
"12755",336,"3300",0.0400264677656145,"#F6B57B"
"12756",337,"3300",0.0409849229322154,"#F6B57B"
"12757",338,"3300",0.0419586114128187,"#F6B57B"
"12758",339,"3300",0.0429476082062223,"#F6B57B"
"12759",340,"3300",0.0439519859140824,"#F6B57B"
"12760",341,"3300",0.0449718147214711,"#F6B57B"
"12761",342,"3300",0.0460071623785036,"#F6B57B"
"12762",343,"3300",0.0470580941830238,"#F6B57B"
"12763",344,"3300",0.0481246729643512,"#F6B57B"
"12764",345,"3300",0.0492069590680812,"#F6B57B"
"12765",346,"3300",0.0503050103419324,"#F6B57B"
"12766",347,"3300",0.0514188821226379,"#F6B57B"
"12767",348,"3300",0.0525486272238721,"#F6B57B"
"12768",349,"3300",0.0536942959252069,"#F6B57B"
"12769",350,"3300",0.0548559359620889,"#F6B57B"
"12770",351,"3300",0.0560335925168313,"#F6B57B"
"12771",352,"3300",0.05722730821061,"#F6B57B"
"12772",353,"3300",0.0584371230964552,"#F6B57B"
"12773",354,"3300",0.0596630746532317,"#F6B57B"
"12774",355,"3300",0.060905197780594,"#F6B57B"
"12775",356,"3300",0.0621635247949079,"#F6B57B"
"12776",357,"3300",0.0634380854261298,"#F6B57B"
"12777",358,"3300",0.0647289068156284,"#F6B57B"
"12778",359,"3300",0.0660360135149402,"#F6B57B"
"12779",360,"3300",0.0673594274854481,"#F6B57B"
"12780",361,"3300",0.0686991680989665,"#F6B57B"
"12781",362,"3300",0.0700552521392254,"#F6B57B"
"12782",363,"3300",0.0714276938042386,"#F6B57B"
"12783",364,"3300",0.0728165047095411,"#F6B57B"
"12784",365,"3300",0.0742216938922863,"#F6B57B"
"12785",366,"3300",0.0756432678161877,"#F6B57B"
"12786",367,"3300",0.0770812303772891,"#F6B57B"
"12787",368,"3300",0.078535582910553,"#F6B57B"
"12788",369,"3300",0.0800063241972523,"#F6B57B"
"12789",370,"3300",0.0814934504731469,"#F6B57B"
"12790",371,"3300",0.0829969554374378,"#F6B57B"
"12791",372,"3300",0.0845168302624779,"#F6B57B"
"12792",373,"3300",0.0860530636042259,"#F6B57B"
"12793",374,"3300",0.087605641613432,"#F6B57B"
"12794",375,"3300",0.0891745479475355,"#F6B57B"
"12795",376,"3300",0.0907597637832627,"#F6B57B"
"12796",377,"3300",0.0923612678299066,"#F6B57B"
