"","wl","temperature","value","hexvis"
"37211",257,"6800",0.473555096238482,"#EEEDF5"
"37212",258,"6800",0.479519416187691,"#EEEDF5"
"37213",259,"6800",0.485475734900864,"#EEEDF5"
"37214",260,"6800",0.491423015971284,"#EEEDF5"
"37215",261,"6800",0.497360237206012,"#EEEDF5"
"37216",262,"6800",0.503286390845401,"#EEEDF5"
"37217",263,"6800",0.50920048376736,"#EEEDF5"
"37218",264,"6800",0.515101537676698,"#EEEDF5"
"37219",265,"6800",0.52098858927988,"#EEEDF5"
"37220",266,"6800",0.526860690445541,"#EEEDF5"
"37221",267,"6800",0.532716908351088,"#EEEDF5"
"37222",268,"6800",0.538556325615736,"#EEEDF5"
"37223",269,"6800",0.544378040420316,"#EEEDF5"
"37224",270,"6800",0.55018116661421,"#EEEDF5"
"37225",271,"6800",0.555964833809731,"#EEEDF5"
"37226",272,"6800",0.561728187464305,"#EEEDF5"
"37227",273,"6800",0.567470388950804,"#EEEDF5"
"37228",274,"6800",0.573190615616335,"#EEEDF5"
"37229",275,"6800",0.578888060829865,"#EEEDF5"
"37230",276,"6800",0.584561934018977,"#EEEDF5"
"37231",277,"6800",0.590211460696119,"#EEEDF5"
"37232",278,"6800",0.595835882474656,"#EEEDF5"
"37233",279,"6800",0.60143445707506,"#EEEDF5"
"37234",280,"6800",0.607006458321563,"#EEEDF5"
"37235",281,"6800",0.612551176129575,"#EEEDF5"
"37236",282,"6800",0.618067916484222,"#EEEDF5"
"37237",283,"6800",0.623556001410257,"#EEEDF5"
"37238",284,"6800",0.629014768933714,"#EEEDF5"
"37239",285,"6800",0.634443573035558,"#EEEDF5"
"37240",286,"6800",0.63984178359766,"#EEEDF5"
"37241",287,"6800",0.645208786341377,"#EEEDF5"
"37242",288,"6800",0.650543982759037,"#EEEDF5"
"37243",289,"6800",0.655846790038593,"#EEEDF5"
"37244",290,"6800",0.661116640981753,"#EEEDF5"
"37245",291,"6800",0.666352983915842,"#EEEDF5"
"37246",292,"6800",0.671555282599668,"#EEEDF5"
"37247",293,"6800",0.67672301612365,"#EEEDF5"
"37248",294,"6800",0.681855678804499,"#EEEDF5"
"37249",295,"6800",0.686952780074647,"#EEEDF5"
"37250",296,"6800",0.692013844366737,"#EEEDF5"
"37251",297,"6800",0.69703841099336,"#EEEDF5"
"37252",298,"6800",0.702026034022325,"#EEEDF5"
"37253",299,"6800",0.706976282147646,"#EEEDF5"
"37254",300,"6800",0.711888738556524,"#EEEDF5"
"37255",301,"6800",0.716763000792491,"#EEEDF5"
"37256",302,"6800",0.721598680614981,"#EEEDF5"
"37257",303,"6800",0.726395403855508,"#EEEDF5"
"37258",304,"6800",0.731152810270655,"#EEEDF5"
"37259",305,"6800",0.735870553392101,"#EEEDF5"
"37260",306,"6800",0.740548300373852,"#EEEDF5"
"37261",307,"6800",0.745185731836865,"#EEEDF5"
"37262",308,"6800",0.749782541711283,"#EEEDF5"
"37263",309,"6800",0.754338437076422,"#EEEDF5"
"37264",310,"6800",0.758853137998687,"#EEEDF5"
"37265",311,"6800",0.763326377367627,"#EEEDF5"
"37266",312,"6800",0.767757900730225,"#EEEDF5"
"37267",313,"6800",0.772147466123649,"#EEEDF5"
"37268",314,"6800",0.776494843906565,"#EEEDF5"
"37269",315,"6800",0.780799816589205,"#EEEDF5"
"37270",316,"6800",0.78506217866229,"#EEEDF5"
"37271",317,"6800",0.789281736424986,"#EEEDF5"
"37272",318,"6800",0.793458307812007,"#EEEDF5"
"37273",319,"6800",0.797591722220001,"#EEEDF5"
"37274",320,"6800",0.801681820333342,"#EEEDF5"
"37275",321,"6800",0.805728453949464,"#EEEDF5"
"37276",322,"6800",0.809731485803825,"#EEEDF5"
"37277",323,"6800",0.813690789394647,"#EEEDF5"
"37278",324,"6800",0.817606248807522,"#EEEDF5"
"37279",325,"6800",0.821477758539992,"#EEEDF5"
"37280",326,"6800",0.825305223326203,"#EEEDF5"
"37281",327,"6800",0.829088557961748,"#EEEDF5"
"37282",328,"6800",0.832827687128751,"#EEEDF5"
"37283",329,"6800",0.836522545221334,"#EEEDF5"
"37284",330,"6800",0.840173076171515,"#EEEDF5"
"37285",331,"6800",0.84377923327563,"#EEEDF5"
"37286",332,"6800",0.847340979021362,"#EEEDF5"
"37287",333,"6800",0.850858284915462,"#EEEDF5"
"37288",334,"6800",0.854331131312196,"#EEEDF5"
"37289",335,"6800",0.857759507242651,"#EEEDF5"
"37290",336,"6800",0.861143410244889,"#EEEDF5"
"37291",337,"6800",0.864482846195088,"#EEEDF5"
"37292",338,"6800",0.867777829139671,"#EEEDF5"
"37293",339,"6800",0.87102838112851,"#EEEDF5"
"37294",340,"6800",0.874234532049257,"#EEEDF5"
"37295",341,"6800",0.877396319462841,"#EEEDF5"
"37296",342,"6800",0.880513788440194,"#EEEDF5"
"37297",343,"6800",0.883586991400239,"#EEEDF5"
"37298",344,"6800",0.886615987949199,"#EEEDF5"
"37299",345,"6800",0.889600844721253,"#EEEDF5"
"37300",346,"6800",0.892541635220585,"#EEEDF5"
"37301",347,"6800",0.89543843966486,"#EEEDF5"
"37302",348,"6800",0.898291344830176,"#EEEDF5"
"37303",349,"6800",0.901100443897485,"#EEEDF5"
"37304",350,"6800",0.903865836300569,"#EEEDF5"
"37305",351,"6800",0.906587627575543,"#EEEDF5"
"37306",352,"6800",0.909265929211952,"#EEEDF5"
"37307",353,"6800",0.911900858505461,"#EEEDF5"
"37308",354,"6800",0.914492538412184,"#EEEDF5"
"37309",355,"6800",0.91704109740463,"#EEEDF5"
"37310",356,"6800",0.919546669329342,"#EEEDF5"
"37311",357,"6800",0.922009393266202,"#EEEDF5"
"37312",358,"6800",0.924429413389425,"#EEEDF5"
"37313",359,"6800",0.926806878830268,"#EEEDF5"
"37314",360,"6800",0.929141943541472,"#EEEDF5"
"37315",361,"6800",0.931434766163405,"#EEEDF5"
"37316",362,"6800",0.933685509891979,"#EEEDF5"
"37317",363,"6800",0.935894342348291,"#EEEDF5"
"37318",364,"6800",0.938061435450029,"#EEEDF5"
"37319",365,"6800",0.940186965284637,"#EEEDF5"
"37320",366,"6800",0.942271111984244,"#EEEDF5"
"37321",367,"6800",0.944314059602359,"#EEEDF5"
"37322",368,"6800",0.946315995992337,"#EEEDF5"
"37323",369,"6800",0.94827711268761,"#EEEDF5"
"37324",370,"6800",0.950197604783691,"#EEEDF5"
"37325",371,"6800",0.952077670821948,"#EEEDF5"
"37326",372,"6800",0.953917512675134,"#EEEDF5"
"37327",373,"6800",0.955717335434693,"#EEEDF5"
"37328",374,"6800",0.95747734729981,"#EEEDF5"
"37329",375,"6800",0.95919775946823,"#EEEDF5"
"37330",376,"6800",0.960878786028806,"#EEEDF5"
"37331",377,"6800",0.962520643855806,"#EEEDF5"
"37332",378,"6800",0.964123552504944,"#EEEDF5"
"37333",379,"6800",0.965687734111141,"#EEEDF5"
"37334",380,"6800",0.967213413287996,"#EEEDF5"
"37335",381,"6800",0.968700817028988,"#EEEDF5"
"37336",382,"6800",0.970150174610342,"#EEEDF5"
"37337",383,"6800",0.971561717495613,"#EEEDF5"
"37338",384,"6800",0.972935679241938,"#EEEDF5"
"37339",385,"6800",0.974272295407954,"#EEEDF5"
"37340",386,"6800",0.975571803463358,"#EEEDF5"
"37341",387,"6800",0.976834442700144,"#EEEDF5"
"37342",388,"6800",0.978060454145425,"#EEEDF5"
"37343",389,"6800",0.979250080475907,"#EEEDF5"
"37344",390,"6800",0.980403565933951,"#EEEDF5"
"37345",391,"6800",0.981521156245222,"#EEEDF5"
"37346",392,"6800",0.982603098537917,"#EEEDF5"
"37347",393,"6800",0.983649641263561,"#EEEDF5"
"37348",394,"6800",0.98466103411933,"#EEEDF5"
"37349",395,"6800",0.985637527971926,"#EEEDF5"
"37350",396,"6800",0.986579374782953,"#EEEDF5"
"37351",397,"6800",0.987486827535794,"#EEEDF5"
"37352",398,"6800",0.988360140163984,"#EEEDF5"
"37353",399,"6800",0.989199567481039,"#EEEDF5"
"37354",400,"6800",0.990005365111739,"#EEEDF5"
"37355",401,"6800",0.99077778942485,"#EEEDF5"
"37356",402,"6800",0.991517097467271,"#EEEDF5"
"37357",403,"6800",0.992223546899571,"#EEEDF5"
"37358",404,"6800",0.992897395932922,"#EEEDF5"
"37359",405,"6800",0.993538903267401,"#EEEDF5"
"37360",406,"6800",0.994148328031642,"#EEEDF5"
"37361",407,"6800",0.994725929723823,"#EEEDF5"
"37362",408,"6800",0.995271968153981,"#EEEDF5"
"37363",409,"6800",0.995786703387615,"#EEEDF5"
"37364",410,"6800",0.996270395690586,"#EEEDF5"
"37365",411,"6800",0.996723305475279,"#EEEDF5"
"37366",412,"6800",0.997145693248022,"#EEEDF5"
"37367",413,"6800",0.997537819557726,"#EEEDF5"
"37368",414,"6800",0.997899944945762,"#EEEDF5"
"37369",415,"6800",0.998232329897014,"#EEEDF5"
"37370",416,"6800",0.998535234792136,"#EEEDF5"
"37371",417,"6800",0.998808919860962,"#EEEDF5"
"37372",418,"6800",0.999053645137072,"#EEEDF5"
"37373",419,"6800",0.999269670413479,"#EEEDF5"
"37374",420,"6800",0.999457255199448,"#EEEDF5"
"37375",421,"6800",0.999616658678398,"#EEEDF5"
"37376",422,"6800",0.999748139666893,"#EEEDF5"
"37377",423,"6800",0.999851956574699,"#EEEDF5"
"37378",424,"6800",0.999928367365885,"#EEEDF5"
"37379",425,"6800",0.999977629520953,"#EEEDF5"
"37380",426,"6800",1,"#EEEDF5"
"37381",427,"6800",0.999995735206859,"#EEEDF5"
"37382",428,"6800",0.999965090954233,"#EEEDF5"
"37383",429,"6800",0.9999083224298,"#EEEDF5"
"37384",430,"6800",0.999825684163259,"#EEEDF5"
"37385",431,"6800",0.99971742999432,"#EEEDF5"
"37386",432,"6800",0.999583813041609,"#EEEDF5"
"37387",433,"6800",0.999425085672481,"#EEEDF5"
"37388",434,"6800",0.999241499473715,"#EEEDF5"
"37389",435,"6800",0.999033305223091,"#EEEDF5"
"37390",436,"6800",0.998800752861819,"#EEEDF5"
"37391",437,"6800",0.998544091467812,"#EEEDF5"
"37392",438,"6800",0.998263569229786,"#EEEDF5"
"37393",439,"6800",0.997959433422184,"#EEEDF5"
"37394",440,"6800",0.99763193038088,"#EEEDF5"
"37395",441,"6800",0.997281305479687,"#EEEDF5"
"37396",442,"6800",0.996907803107618,"#EEEDF5"
"37397",443,"6800",0.996511666646915,"#EEEDF5"
"37398",444,"6800",0.996093138451818,"#EEEDF5"
"37399",445,"6800",0.995652459828056,"#EEEDF5"
"37400",446,"6800",0.995189871013053,"#EEEDF5"
"37401",447,"6800",0.994705611156849,"#EEEDF5"
"37402",448,"6800",0.994199918303687,"#EEEDF5"
"37403",449,"6800",0.993673029374287,"#EEEDF5"
"37404",450,"6800",0.993125180148781,"#EEEDF5"
"37405",451,"6800",0.992556605250294,"#EEEDF5"
"37406",452,"6800",0.991967538129156,"#EEEDF5"
"37407",453,"6800",0.991358211047745,"#EEEDF5"
"37408",454,"6800",0.990728855065934,"#EEEDF5"
"37409",455,"6800",0.990079700027139,"#EEEDF5"
"37410",456,"6800",0.989410974544956,"#EEEDF5"
"37411",457,"6800",0.988722905990362,"#EEEDF5"
"37412",458,"6800",0.988015720479488,"#EEEDF5"
"37413",459,"6800",0.987289642861942,"#EEEDF5"
"37414",460,"6800",0.986544896709666,"#EEEDF5"
"37415",461,"6800",0.985781704306317,"#EEEDF5"
"37416",462,"6800",0.985000286637184,"#EEEDF5"
"37417",463,"6800",0.984200863379588,"#EEEDF5"
"37418",464,"6800",0.983383652893784,"#EEEDF5"
"37419",465,"6800",0.982548872214358,"#EEEDF5"
"37420",466,"6800",0.981696737042084,"#EEEDF5"
"37421",467,"6800",0.980827461736247,"#EEEDF5"
"37422",468,"6800",0.979941259307427,"#EEEDF5"
"37423",469,"6800",0.979038341410711,"#EEEDF5"
"37424",470,"6800",0.97811891833936,"#EEEDF5"
"37425",471,"6800",0.977183199018866,"#EEEDF5"
"37426",472,"6800",0.976231391001468,"#EEEDF5"
"37427",473,"6800",0.97526370046102,"#EEEDF5"
"37428",474,"6800",0.974280332188306,"#EEEDF5"
"37429",475,"6800",0.973281489586693,"#EEEDF5"
"37430",476,"6800",0.972267374668198,"#EEEDF5"
"37431",477,"6800",0.971238188049902,"#EEEDF5"
"37432",478,"6800",0.970194128950726,"#EEEDF5"
"37433",479,"6800",0.969135395188563,"#EEEDF5"
"37434",480,"6800",0.968062183177752,"#EEEDF5"
"37435",481,"6800",0.966974687926872,"#EEEDF5"
"37436",482,"6800",0.965873103036888,"#EEEDF5"
"37437",483,"6800",0.96475762069958,"#EEEDF5"
"37438",484,"6800",0.963628431696318,"#EEEDF5"
"37439",485,"6800",0.962485725397109,"#EEEDF5"
"37440",486,"6800",0.961329689759951,"#EEEDF5"
"37441",487,"6800",0.960160511330478,"#EEEDF5"
"37442",488,"6800",0.958978375241878,"#EEEDF5"
"37443",489,"6800",0.957783465215079,"#EEEDF5"
"37444",490,"6800",0.956575963559209,"#EEEDF5"
"37445",491,"6800",0.955356051172315,"#EEEDF5"
"37446",492,"6800",0.954123907542316,"#EEEDF5"
"37447",493,"6800",0.952879710748223,"#EEEDF5"
"37448",494,"6800",0.951623637461583,"#EEEDF5"
"37449",495,"6800",0.950355862948155,"#EEEDF5"
"37450",496,"6800",0.949076561069823,"#EEEDF5"
"37451",497,"6800",0.947785904286704,"#EEEDF5"
"37452",498,"6800",0.946484063659497,"#EEEDF5"
"37453",499,"6800",0.945171208852014,"#EEEDF5"
"37454",500,"6800",0.943847508133927,"#EEEDF5"
"37455",501,"6800",0.942513128383705,"#EEEDF5"
"37456",502,"6800",0.94116823509174,"#EEEDF5"
"37457",503,"6800",0.939812992363651,"#EEEDF5"
"37458",504,"6800",0.938447562923779,"#EEEDF5"
"37459",505,"6800",0.937072108118843,"#EEEDF5"
"37460",506,"6800",0.93568678792177,"#EEEDF5"
"37461",507,"6800",0.934291760935678,"#EEEDF5"
"37462",508,"6800",0.932887184398037,"#EEEDF5"
"37463",509,"6800",0.931473214184952,"#EEEDF5"
"37464",510,"6800",0.930050004815623,"#EEEDF5"
"37465",511,"6800",0.928617709456926,"#EEEDF5"
"37466",512,"6800",0.927176479928143,"#EEEDF5"
"37467",513,"6800",0.925726466705824,"#EEEDF5"
"37468",514,"6800",0.924267818928776,"#EEEDF5"
"37469",515,"6800",0.922800684403176,"#EEEDF5"
"37470",516,"6800",0.921325209607805,"#EEEDF5"
"37471",517,"6800",0.919841539699402,"#EEEDF5"
"37472",518,"6800",0.918349818518118,"#EEEDF5"
"37473",519,"6800",0.916850188593097,"#EEEDF5"
"37474",520,"6800",0.915342791148143,"#EEEDF5"
"37475",521,"6800",0.913827766107493,"#EEEDF5"
"37476",522,"6800",0.912305252101693,"#EEEDF5"
"37477",523,"6800",0.910775386473556,"#EEEDF5"
"37478",524,"6800",0.909238305284213,"#EEEDF5"
"37479",525,"6800",0.907694143319253,"#EEEDF5"
"37480",526,"6800",0.906143034094945,"#EEEDF5"
"37481",527,"6800",0.904585109864525,"#EEEDF5"
"37482",528,"6800",0.903020501624577,"#EEEDF5"
"37483",529,"6800",0.901449339121477,"#EEEDF5"
"37484",530,"6800",0.899871750857903,"#EEEDF5"
"37485",531,"6800",0.898287864099413,"#EEEDF5"
"37486",532,"6800",0.896697804881095,"#EEEDF5"
"37487",533,"6800",0.895101698014254,"#EEEDF5"
"37488",534,"6800",0.893499667093183,"#EEEDF5"
"37489",535,"6800",0.891891834501966,"#EEEDF5"
"37490",536,"6800",0.890278321421348,"#EEEDF5"
"37491",537,"6800",0.888659247835637,"#EEEDF5"
"37492",538,"6800",0.887034732539671,"#EEEDF5"
"37493",539,"6800",0.885404893145813,"#EEEDF5"
"37494",540,"6800",0.883769846090991,"#EEEDF5"
"37495",541,"6800",0.88212970664378,"#EEEDF5"
"37496",542,"6800",0.880484588911515,"#EEEDF5"
"37497",543,"6800",0.878834605847442,"#EEEDF5"
"37498",544,"6800",0.877179869257896,"#EEEDF5"
"37499",545,"6800",0.875520489809508,"#EEEDF5"
"37500",546,"6800",0.873856577036443,"#EEEDF5"
"37501",547,"6800",0.87218823934766,"#EEEDF5"
"37502",548,"6800",0.870515584034193,"#EEEDF5"
"37503",549,"6800",0.868838717276455,"#EEEDF5"
"37504",550,"6800",0.867157744151562,"#EEEDF5"
"37505",551,"6800",0.865472768640667,"#EEEDF5"
"37506",552,"6800",0.863783893636317,"#EEEDF5"
"37507",553,"6800",0.862091220949818,"#EEEDF5"
"37508",554,"6800",0.860394851318611,"#EEEDF5"
"37509",555,"6800",0.858694884413662,"#EEEDF5"
"37510",556,"6800",0.856991418846857,"#EEEDF5"
"37511",557,"6800",0.855284552178396,"#EEEDF5"
"37512",558,"6800",0.853574380924207,"#EEEDF5"
"37513",559,"6800",0.851861000563351,"#EEEDF5"
"37514",560,"6800",0.850144505545429,"#EEEDF5"
"37515",561,"6800",0.848424989297994,"#EEEDF5"
"37516",562,"6800",0.846702544233964,"#EEEDF5"
"37517",563,"6800",0.844977261759019,"#EEEDF5"
"37518",564,"6800",0.843249232279008,"#EEEDF5"
"37519",565,"6800",0.841518545207343,"#EEEDF5"
"37520",566,"6800",0.839785288972388,"#EEEDF5"
"37521",567,"6800",0.838049551024841,"#EEEDF5"
"37522",568,"6800",0.836311417845105,"#EEEDF5"
"37523",569,"6800",0.834570974950647,"#EEEDF5"
"37524",570,"6800",0.832828306903354,"#EEEDF5"
"37525",571,"6800",0.831083497316863,"#EEEDF5"
"37526",572,"6800",0.829336628863887,"#EEEDF5"
"37527",573,"6800",0.827587783283524,"#EEEDF5"
"37528",574,"6800",0.825837041388553,"#EEEDF5"
"37529",575,"6800",0.824084483072703,"#EEEDF5"
"37530",576,"6800",0.822330187317913,"#EEEDF5"
"37531",577,"6800",0.820574232201578,"#EEEDF5"
"37532",578,"6800",0.818816694903759,"#EEEDF5"
"37533",579,"6800",0.817057651714392,"#EEEDF5"
"37534",580,"6800",0.815297178040458,"#EEEDF5"
"37535",581,"6800",0.813535348413148,"#EEEDF5"
"37536",582,"6800",0.811772236494987,"#EEEDF5"
"37537",583,"6800",0.810007915086952,"#EEEDF5"
"37538",584,"6800",0.808242456135552,"#EEEDF5"
"37539",585,"6800",0.806475930739891,"#EEEDF5"
"37540",586,"6800",0.804708409158703,"#EEEDF5"
"37541",587,"6800",0.802939960817361,"#EEEDF5"
"37542",588,"6800",0.801170654314854,"#EEEDF5"
"37543",589,"6800",0.799400557430748,"#EEEDF5"
"37544",590,"6800",0.797629737132104,"#EEEDF5"
"37545",591,"6800",0.795858259580382,"#EEEDF5"
"37546",592,"6800",0.794086190138303,"#EEEDF5"
"37547",593,"6800",0.792313593376689,"#EEEDF5"
"37548",594,"6800",0.790540533081272,"#EEEDF5"
"37549",595,"6800",0.788767072259469,"#EEEDF5"
"37550",596,"6800",0.786993273147122,"#EEEDF5"
"37551",597,"6800",0.785219197215222,"#EEEDF5"
"37552",598,"6800",0.783444905176584,"#EEEDF5"
"37553",599,"6800",0.781670456992496,"#EEEDF5"
"37554",600,"6800",0.779895911879333,"#EEEDF5"
"37555",601,"6800",0.778121328315146,"#EEEDF5"
"37556",602,"6800",0.776346764046205,"#EEEDF5"
"37557",603,"6800",0.774572276093514,"#EEEDF5"
"37558",604,"6800",0.772797920759294,"#EEEDF5"
"37559",605,"6800",0.771023753633427,"#EEEDF5"
"37560",606,"6800",0.769249829599869,"#EEEDF5"
"37561",607,"6800",0.76747620284302,"#EEEDF5"
"37562",608,"6800",0.765702926854069,"#EEEDF5"
"37563",609,"6800",0.763930054437295,"#EEEDF5"
"37564",610,"6800",0.762157637716341,"#EEEDF5"
"37565",611,"6800",0.760385728140439,"#EEEDF5"
"37566",612,"6800",0.758614376490604,"#EEEDF5"
"37567",613,"6800",0.756843632885804,"#EEEDF5"
"37568",614,"6800",0.755073546789071,"#EEEDF5"
"37569",615,"6800",0.753304167013589,"#EEEDF5"
"37570",616,"6800",0.751535541728747,"#EEEDF5"
"37571",617,"6800",0.749767718466142,"#EEEDF5"
"37572",618,"6800",0.748000744125557,"#EEEDF5"
"37573",619,"6800",0.746234664980895,"#EEEDF5"
"37574",620,"6800",0.744469526686079,"#EEEDF5"
"37575",621,"6800",0.742705374280907,"#EEEDF5"
"37576",622,"6800",0.740942252196883,"#EEEDF5"
"37577",623,"6800",0.739180204262993,"#EEEDF5"
"37578",624,"6800",0.737419273711453,"#EEEDF5"
"37579",625,"6800",0.735659503183424,"#EEEDF5"
"37580",626,"6800",0.733900934734673,"#EEEDF5"
"37581",627,"6800",0.73214360984121,"#EEEDF5"
"37582",628,"6800",0.730387569404882,"#EEEDF5"
"37583",629,"6800",0.728632853758927,"#EEEDF5"
"37584",630,"6800",0.72687950267349,"#EEEDF5"
"37585",631,"6800",0.725127555361105,"#EEEDF5"
"37586",632,"6800",0.723377050482132,"#EEEDF5"
"37587",633,"6800",0.721628026150165,"#EEEDF5"
"37588",634,"6800",0.719880519937389,"#EEEDF5"
"37589",635,"6800",0.718134568879912,"#EEEDF5"
"37590",636,"6800",0.716390209483047,"#EEEDF5"
"37591",637,"6800",0.714647477726566,"#EEEDF5"
"37592",638,"6800",0.712906409069911,"#EEEDF5"
"37593",639,"6800",0.711167038457362,"#EEEDF5"
"37594",640,"6800",0.709429400323178,"#EEEDF5"
"37595",641,"6800",0.707693528596692,"#EEEDF5"
"37596",642,"6800",0.705959456707369,"#EEEDF5"
"37597",643,"6800",0.704227217589826,"#EEEDF5"
"37598",644,"6800",0.702496843688822,"#EEEDF5"
"37599",645,"6800",0.700768366964193,"#EEEDF5"
"37600",646,"6800",0.699041818895772,"#EEEDF5"
"37601",647,"6800",0.697317230488248,"#EEEDF5"
"37602",648,"6800",0.69559463227601,"#EEEDF5"
"37603",649,"6800",0.693874054327932,"#EEEDF5"
"37604",650,"6800",0.692155526252141,"#EEEDF5"
"37605",651,"6800",0.690439077200729,"#EEEDF5"
"37606",652,"6800",0.688724735874445,"#EEEDF5"
"37607",653,"6800",0.687012530527342,"#EEEDF5"
"37608",654,"6800",0.685302488971378,"#EEEDF5"
"37609",655,"6800",0.683594638581001,"#EEEDF5"
"37610",656,"6800",0.681889006297683,"#EEEDF5"
"37611",657,"6800",0.680185618634415,"#EEEDF5"
"37612",658,"6800",0.678484501680181,"#EEEDF5"
"37613",659,"6800",0.676785681104379,"#EEEDF5"
"37614",660,"6800",0.675089182161216,"#EEEDF5"
"37615",661,"6800",0.673395029694066,"#EEEDF5"
"37616",662,"6800",0.671703248139789,"#EEEDF5"
"37617",663,"6800",0.670013861533016,"#EEEDF5"
"37618",664,"6800",0.668326893510401,"#EEEDF5"
"37619",665,"6800",0.666642367314832,"#EEEDF5"
"37620",666,"6800",0.664960305799616,"#EEEDF5"
"37621",667,"6800",0.663280731432617,"#EEEDF5"
"37622",668,"6800",0.66160366630037,"#EEEDF5"
"37623",669,"6800",0.659929132112158,"#EEEDF5"
"37624",670,"6800",0.658257150204047,"#EEEDF5"
"37625",671,"6800",0.656587741542897,"#EEEDF5"
"37626",672,"6800",0.654920926730331,"#EEEDF5"
"37627",673,"6800",0.653256726006679,"#EEEDF5"
"37628",674,"6800",0.651595159254876,"#EEEDF5"
"37629",675,"6800",0.649936246004338,"#EEEDF5"
"37630",676,"6800",0.648280005434797,"#EEEDF5"
"37631",677,"6800",0.646626456380106,"#EEEDF5"
"37632",678,"6800",0.644975617332012,"#EEEDF5"
"37633",679,"6800",0.643327506443895,"#EEEDF5"
"37634",680,"6800",0.641682141534469,"#EEEDF5"
"37635",681,"6800",0.640039540091461,"#EEEDF5"
"37636",682,"6800",0.63839971927525,"#EEEDF5"
"37637",683,"6800",0.636762695922476,"#EEEDF5"
"37638",684,"6800",0.635128486549617,"#EEEDF5"
"37639",685,"6800",0.633497107356534,"#EEEDF5"
"37640",686,"6800",0.631868574229987,"#EEEDF5"
"37641",687,"6800",0.630242902747113,"#EEEDF5"
"37642",688,"6800",0.628620108178885,"#EEEDF5"
"37643",689,"6800",0.627000205493522,"#EEEDF5"
"37644",690,"6800",0.625383209359888,"#EEEDF5"
"37645",691,"6800",0.623769134150843,"#EEEDF5"
"37646",692,"6800",0.62215799394658,"#EEEDF5"
"37647",693,"6800",0.620549802537914,"#EEEDF5"
"37648",694,"6800",0.61894457342956,"#EEEDF5"
"37649",695,"6800",0.617342319843363,"#EEEDF5"
"37650",696,"6800",0.615743054721513,"#EEEDF5"
"37651",697,"6800",0.61414679072972,"#EEEDF5"
"37652",698,"6800",0.612553540260367,"#EEEDF5"
"37653",699,"6800",0.610963315435632,"#EEEDF5"
"37654",700,"6800",0.609376128110577,"#EEEDF5"
"37655",701,"6800",0.607791989876216,"#EEEDF5"
"37656",702,"6800",0.606210912062546,"#EEEDF5"
"37657",703,"6800",0.604632905741556,"#EEEDF5"
"37658",704,"6800",0.60305798173021,"#EEEDF5"
"37659",705,"6800",0.601486150593389,"#EEEDF5"
"37660",706,"6800",0.599917422646826,"#EEEDF5"
"37661",707,"6800",0.59835180795999,"#EEEDF5"
"37662",708,"6800",0.596789316358967,"#EEEDF5"
"37663",709,"6800",0.59522995742929,"#EEEDF5"
"37664",710,"6800",0.593673740518765,"#EEEDF5"
"37665",711,"6800",0.59212067474025,"#EEEDF5"
"37666",712,"6800",0.590570768974422,"#EEEDF5"
"37667",713,"6800",0.589024031872512,"#EEEDF5"
"37668",714,"6800",0.587480471859012,"#EEEDF5"
"37669",715,"6800",0.585940097134361,"#EEEDF5"
"37670",716,"6800",0.584402915677601,"#EEEDF5"
"37671",717,"6800",0.582868935249011,"#EEEDF5"
"37672",718,"6800",0.581338163392711,"#EEEDF5"
"37673",719,"6800",0.579810607439249,"#EEEDF5"
"37674",720,"6800",0.578286274508152,"#EEEDF5"
"37675",721,"6800",0.57676517151046,"#EEEDF5"
"37676",722,"6800",0.575247305151239,"#EEEDF5"
"37677",723,"6800",0.573732681932055,"#EEEDF5"
"37678",724,"6800",0.572221308153439,"#EEEDF5"
"37679",725,"6800",0.570713189917323,"#EEEDF5"
"37680",726,"6800",0.569208333129446,"#EEEDF5"
"37681",727,"6800",0.567706743501746,"#EEEDF5"
"37682",728,"6800",0.566208426554725,"#EEEDF5"
"37683",729,"6800",0.564713387619784,"#EEEDF5"
"37684",730,"6800",0.563221631841549,"#EEEDF5"
"37685",731,"6800",0.561733164180159,"#EEEDF5"
"37686",732,"6800",0.560247989413543,"#EEEDF5"
"37687",733,"6800",0.55876611213967,"#EEEDF5"
"37688",734,"6800",0.557287536778771,"#EEEDF5"
"37689",735,"6800",0.555812267575553,"#EEEDF5"
"37690",736,"6800",0.554340308601375,"#EEEDF5"
"37691",737,"6800",0.552871663756413,"#EEEDF5"
"37692",738,"6800",0.551406336771801,"#EEEDF5"
"37693",739,"6800",0.54994433121175,"#EEEDF5"
"37694",740,"6800",0.548485650475639,"#EEEDF5"
"37695",741,"6800",0.547030297800103,"#EEEDF5"
"37696",742,"6800",0.545578276261077,"#EEEDF5"
"37697",743,"6800",0.544129588775838,"#EEEDF5"
"37698",744,"6800",0.542684238105018,"#EEEDF5"
"37699",745,"6800",0.541242226854595,"#EEEDF5"
"37700",746,"6800",0.53980355747787,"#EEEDF5"
"37701",747,"6800",0.538368232277419,"#EEEDF5"
"37702",748,"6800",0.536936253407027,"#EEEDF5"
"37703",749,"6800",0.535507622873605,"#EEEDF5"
"37704",750,"6800",0.534082342539078,"#EEEDF5"
"37705",751,"6800",0.532660414122267,"#EEEDF5"
"37706",752,"6800",0.531241839200742,"#EEEDF5"
"37707",753,"6800",0.52982661921266,"#EEEDF5"
"37708",754,"6800",0.528414755458581,"#EEEDF5"
"37709",755,"6800",0.527006249103272,"#EEEDF5"
